"","iso","alert__year","alert__week","alert__count","confidence__cat","iso_week"
"701","AUS",2025,28,1034,"h","2025-W28"
"702","AUS",2025,29,887,"h","2025-W29"
"703","AUS",2025,30,1252,"h","2025-W30"
"704","AUS",2025,31,1021,"h","2025-W31"
"705","AUS",2025,32,1090,"h","2025-W32"
"706","AUS",2025,33,2172,"h","2025-W33"
"707","AUS",2025,34,2517,"h","2025-W34"
"708","AUS",2025,35,2090,"h","2025-W35"
"709","AUS",2025,36,2307,"h","2025-W36"
"710","AUS",2025,37,1073,"h","2025-W37"
"711","AUS",2025,38,1271,"h","2025-W38"
"712","AUS",2025,39,2573,"h","2025-W39"
"713","AUS",2025,40,6640,"h","2025-W40"
"714","AUS",2025,41,4411,"h","2025-W41"
"715","AUS",2025,42,5162,"h","2025-W42"
